d_case_no,d_name,d_last_kno_addr,c_case_type,c_violation,c_violation_date,c_location,c_plea,c_plea_ent_by,c_status,c_so_no,c_deposit_amt,c_in_collection,c_installment_plan,j_finding,j_penalty,j_balance_due,j_date,j_due_on_date,j_branch
13004762,NEW HOLY GHOST TABERNACLE BAPTIST CHURCH,"140 W GARFIELD AVE, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-29 00:00:00.000000,124 W GARFIELD AVE,No Contest,Defendant,Closed,969958,0,No,No,Guilty,230,0,2013-03-07,2013-06-05,2
13004763,735 ODS PROPERTIES LLC,"633 E NORTH ST, WAUKESHA, WI 53188",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-11 00:00:00.000000,2553 S 10 ST,No Contest,Court,Active,941908,0,Yes,No,Guilty,2080,1727,2013-03-06,2013-05-06,A
13004764,FM INVESTMENTS LLC,"15417 Apt. 186 W NATIONAL AVE, NEW BERLIN, WI 53157",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-20 00:00:00.000000,5008 W CENTER ST,No Contest,Jerry Macklin,Active,969162,0,No,No,Guilty,1680,1680,2013-05-02,2013-07-01,2
13005008,ZENA MANAGEMENT INC,"868 Apt. 1A N STATE ST, LOCKPORT, IL 60441",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-27 00:00:00.000000,2459 S 43 ST,No Contest,Michael Karaitis,Closed,957624,0,No,No,Guilty,280,0,2013-05-23,2013-07-22,3
13005011,B & E PROPERTIES LLC,"1707 WILLOW RD, TWIN LAKES, WI 53181",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-29 00:00:00.000000,9900 W FOND DU LAC AVE,No Contest,Court,Active,970592,0,Yes,No,Guilty,930,60.04,2013-03-06,2013-05-06,A
13005892,3446 N 11 ST LLC,"8432 W LLISBON AVE, Milwaukee, WI 53222",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-05-21 00:00:00.000000,3446 N 11 ST,No Contest,Anthony Taylor,Active,949706,0,No,No,Guilty,580,580,2013-05-07,2013-08-05,2
13005908,TELECORP REALTY LLC,"44 E MIFFLIN ST, MADISON, WI 53703",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-13 00:00:00.000000,5310 W CAPITOL DRV,No Contest,Court,Active,966344,0,No,No,Guilty,530,530,2013-03-13,2013-05-13,A
13005909,WIRELESS FACILITIES INC,"8040 Apt. 200 EXCELSIOR DRV, MADISON, WI 53717",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-13 00:00:00.000000,5310 W CAPITOL DRV,No Contest,Court,Active,966344,0,No,No,Guilty,530,530,2013-03-13,2013-05-13,A
13007238,ROOMS GALORE 3 LLC,"1641 N VAN BUREN, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-06 00:00:00.000000,4676 N 41 ST,No Contest,Court,Closed,934233,0,No,No,Guilty,1380,0,2013-03-06,2013-05-06,A
13007252,LEAF PROPERTY INVESTMENTS LLC,"1032 E HOLT AVE, MILWAUKEE, WI 53207",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-09 00:00:00.000000,2662 S 9 ST,No Contest,Court,Closed,965677,0,No,No,Guilty,230,0,2013-03-07,2013-05-06,2
13007253,SOUTHVIEW APARTMENTS LLC,"5126 MAPLEWOOD DRV, GREENDALE, WI 53129",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-13 00:00:00.000000,2007 W SCOTT ST,No Contest,Conrad Dorsynski,Active,935851,0,No,No,Guilty,230,230,2013-03-06,2013-05-06,A
13007254,MARERK LLC,"5928 S 27 ST, Milwaukee, WI 53221",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-26 00:00:00.000000,2200 S 18 ST,No Contest,Mark Roeker,Closed,957239,0,No,No,Guilty,280,0,2013-05-02,2013-07-01,2
13008063,OKEEFES IRISH GRILL INC,"5937 S HOWELL AVE, MILWAUKEE, WI 53207",Municipal citation,"Ordinance 68-01, Food License Regs-Adoption of State Law",2012-11-28 14:30:00.000000,5937 S HOWELL AVE,No Contest,Timothy J. OKeefe,Active,60873470,689,No,No,Guilty,500,500,2013-03-20,2013-05-20,1
13008388,QC OC INVESTMENTS LLC,"204 Apt. 4 W RESERVOIR AVE, Milwaukee, WI 53212",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-12-05 10:00:00.000000,904 W HADLEY ST,No Contest,Court,Active,NS09894071,429,No,No,Guilty,429,429,2013-03-14,2013-05-13,3
13008389,QC OC INVESTMENTS LLC,"204 Apt. 4 W RESERVOIR AVE, Milwaukee, WI 53212",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2012-12-05 10:40:00.000000,904 W HADLEY ST,No Contest,Court,Active,NS09894101,429,No,No,Guilty,429,429,2013-03-14,2013-05-13,3
13008394,WAUKESHA PROPERTY INVESTMENT TRUST,"12605 Apt. 212 W NORTH AVE, BROOKFIELD, WI 53005",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-11-29 11:00:00.000000,3206 W CLYBOURN ST,No Contest,Court,Active,NS09892821,429,No,No,Guilty,429,429,2013-02-28,2013-04-29,1
13008417,ROADSTER LLC,"731 Apt. 900 N JACKSON ST, MILWAUKEE, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-23 00:00:00.000000,634 E KEEFE AVE,Not Guilty,Court,Closed,943962,0,No,No,Dismissed without Prejudice,0,0,2013-04-18,2013-04-18,3
13008418,FLAGSTAR BANK,"5151 CORPORATE DRV, TROY, MI 48098",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-01-23 00:00:00.000000,2540 N 34 ST,No Contest,Defense Attorney,Closed,926910,0,No,No,Guilty,330,0,2013-04-18,2013-07-17,3
13008428,WWBP LLC,"4020 N WILSON DRV, MILWAUKEE, WI 53211",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-13 00:00:00.000000,2615 N PIERCE ST,No Contest,Defense Attorney,Closed,954538,0,No,No,Guilty,4780,0,2013-06-13,2014-04-30,3
13008431,CARING HOMES INC,"505 S 72 ST, Milwaukee, WI 53201",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-13 00:00:00.000000,2675 S 8 ST,No Contest,Defense Attorney,Closed,966335,0,No,No,Guilty,230,0,2013-03-14,2013-05-13,3
13008575,GLIK PROPERTIES 1 LLC,"1830 E MARION ST, SHOREWOOD, WI 53211",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-10 00:00:00.000000,1313 S 23 ST,No Contest,Court,Active,959473,0,No,No,Guilty,4200,4200,2013-03-07,2013-05-06,2
13008576,SPORTZ MEDICINE LLC,"7731 W BECHER ST, WEST ALLIS, WI 53219",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-06 00:00:00.000000,540 S 76 ST,No Contest,mark holbert,Closed,952597,0,No,No,Guilty,230,0,2013-03-13,2013-05-13,A
13008578,CHESTERFIELD INVESTMENTS LLC,"2323 S 90th ST, WEST ALLIS, WI 53227",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-18 00:00:00.000000,4314 N 50 ST,No Contest,Court,Active,943289,0,No,No,Guilty,2080,2080,2013-03-13,2013-05-13,A
13009297,TRANS AUTO,"PO BOX 210054, MILWAUKEE, WI 53221",Traffic citation,"Statute 341.55(1), Dealer Misuse/Dealer Vehicle Plates",2012-12-28 12:59:00.000000,JACKSON ST N / KILBOURN AVE E,Not Guilty,SAMER RAHMAN,Closed,R6939365,151.8,No,No,Dismissed without Prejudice,0,0,2013-03-27,2013-03-27,2
13009334,ERGO LLC,"735 Apt. 720 W WISCONSIN AVE, MILWAUKEE, WI 53233",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-27 00:00:00.000000,2448 N 18 ST,No Contest,Court,Active,963306,0,Yes,No,Guilty,380,380,2013-03-14,2013-05-13,3
13009335,GLOBAL PROPERTY DEVELOPMENT LLC,"934 W NASH ST, MILWAUKEE, WI 53206",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-07 00:00:00.000000,3055 N 1 ST,No Contest,Abdi Ali,Closed,934378,0,No,No,Guilty,580,0,2013-04-11,2013-07-11,3
13009336,ZIOLECKI PROPERTIES LLC,"18485 W HILLCREST DRV, NEW BERLIN, WI 53146",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-25 00:00:00.000000,2483 S 5 ST,No Contest,heather ziolocki,Closed,962845,0,No,No,Guilty,3230,0,2013-06-27,2013-09-25,2
13009337,CINBAR PROPERTIES LLC,"W186S6782 JEWEL CREST DRV, MUSKEGO, WI 53150",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2011-09-07 00:00:00.000000,3521 N 4 ST,No Contest,lawrence lefebvre,Closed,973956,0,No,No,Guilty,2230,0,2013-05-30,2013-07-29,2
13009351,HARAMBEE HOUSING PROJECT INC,"2813 W BOBOLINK AVE, MILWAUKEE, WI 53209",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-11-07 10:50:00.000000,1317 E HAMILTON ST,No Contest,Court,Active,NS09893241,429,Yes,No,Guilty,215,215,2013-03-28,2013-05-28,1
13009352,HARAMBEE HOUSING PROJECT INC,"2813 W BOBOLINK AVE, MILWAUKEE, WI 53209",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2012-11-26 08:25:00.000000,1317 E HAMILTON ST,No Contest,Court,Active,NS09893281,429,Yes,No,Guilty,215,215,2013-03-28,2013-05-28,1
13009353,GOLDEN COAST INVESTMENTS LLC,"7530 W LINCOLN AVE, WEST ALLIS, WI 53219",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-10-22 08:30:00.000000,2730 N BUFFUM ST,No Contest,Court,Active,NS09814761,429,No,No,Guilty,429,429,2013-03-14,2013-05-13,3
13009358,O & A HOLDINGS LLC,"11745 Apt. B-4 BRICKSOME AVE, BATON ROUGE, LA 70816",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-12-10 10:20:00.000000,2814 N 26 ST,No Contest,Court,Active,NS09902651,429,Yes,No,Guilty,429,429,2013-04-11,2013-06-11,3
13010545,DO/RE INC,"9000 W FOND DU LAC AVE, Milwaukee, WI 53225",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-02 00:00:00.000000,8300 W FLORIST AVE,No Plea,,Closed,958265,0,No,No,Dismissed without Prejudice,0,0,2013-03-14,2013-03-14,1
13010549,FAIRTREE PROPERTIES LLC,"746 E BEAUMONT AVE, WHITEFISH BAY, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-28 00:00:00.000000,4680 N 51 BLV,No Contest,Gerard Timms,Closed,969930,0,No,No,Guilty,280,0,2013-07-25,2013-09-23,2
13010552,TOP FLIGHT UNITS LLC,"3526 N 4 ST, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-12 00:00:00.000000,5809 N 70 ST,No Contest,JESSE ANDERSON,Closed,960071,0,No,No,Guilty,1380,0,2013-05-02,2013-11-07,3
13010559,INVESTMENTS R US LLC,"5300 N 39 ST, MILWAUKEE, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-30 00:00:00.000000,2834 N 22 ST,No Contest,Antoinette Rae Jackson,Active,940281,0,Yes,No,Guilty,2180,2160,2013-09-12,2013-11-11,3
13010562,GNG ENTERPRISES LLC,"4618 W WOOLWORTH AVE, Milwaukee, WI 53218",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-19 00:00:00.000000,4618 W WOOLWORTH AVE,No Contest,Warren Gorman,Closed,961472,0,No,No,Guilty,200,0,2013-05-02,2013-07-01,2
13010564,FAIRTREE PROPERTIES LLC,"746 E BEAUMONT AVE, WHITEFISH BAY, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-21 00:00:00.000000,5261 N 29 ST,No Contest,Gerard Timms,Closed,956414,0,No,No,Guilty,280,0,2013-06-13,2013-09-11,2
13010723,7141 LLC,"7222 N TEUTONIA AVE, Milwaukee, WI 53209",Municipal citation,"Ordinance 295, Zoning Violations",2012-12-04 16:05:00.000000,7141 N 76 ST,Not Guilty,Defense Attorney,Closed,NS09895691,345,No,No,Dismissed without Prejudice,20,0,2013-05-30,2013-05-30,3
13010724,7141 LLC,"7222 N TEUTONIA AVE, Milwaukee, WI 53209",Municipal citation,"Ordinance 295, Zoning Violations",2012-11-29 12:50:00.000000,7141 N 76 ST,No Contest,Defense Attorney,Closed,NS09890961,345,No,No,Guilty,190,0,2013-05-30,2013-07-29,3
13010725,JTH HOMES LLC,"W7026 COTTONVILLE DRV, WAUTOMA, WI 54982--5868",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-11-27 10:30:00.000000,2534 W MEDFORD AVE,No Contest,Court,Active,NS09890091,429,No,No,Guilty,429,429,2013-02-28,2013-04-29,1
13010766,24HR TOWING AND RECOVERY INC,"3700 W WELLS ST, MILWAUKEE, WI 53208",Traffic citation,"Statute TR305.32(4)(b)2, Illegal Window Tint",2013-01-04 18:41:00.000000,WISCONSIN AVE W / 21ST ST N,No Contest,Court,Closed,S2244395,88.8,No,No,Guilty,88.8,0,2013-02-25,2013-04-26,1
13011134,D & B REALTY INVESTMENTS LLC,"5402A N LOVERS LANE RD, Milwaukee, WI 53225",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-10-16 10:00:00.000000,2855 N 12 ST,No Contest,Court,Active,NS09809841,429,No,No,Guilty,429,429,2013-03-14,2013-05-13,3
13011135,D & B REALTY INVESTMENTS LLC,"5402A N LOVERS LANE RD, Milwaukee, WI 53225",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2012-10-22 07:19:00.000000,2855 N 12 ST,No Contest,Court,Active,NS09809581,429,No,No,Guilty,429,429,2013-03-14,2013-05-13,3
13011150,JESUS SOUL SAVING TRAVELING MISSION INC,"3131 N 102 ST, Milwaukee, WI 53222",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-09-17 00:00:00.000000,1632 N FRANKLIN PL,No Contest,Isaac Hamilton,Closed,973377,0,No,No,Guilty,230,0,2013-04-11,2013-07-10,1
13011621,PNC MORTGAGE,"3232 NEWMARK DRV, MIAMISBURG, OH 45342",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-27 00:00:00.000000,759 S 25 ST,No Contest,Court,Closed,939322,0,No,No,Guilty,1980,0,2013-03-13,2013-05-13,A
13011626,ANCHORBANK FSB,"25 W MAIN ST, MADISON, WI 53703",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-05-29 00:00:00.000000,3129 S ADAMS AVE,No Contest,Defense Attorney,Closed,951442,0,No,No,Guilty,3920,0,2013-04-03,2013-06-03,A
13011632,CDC PROPERTY MANAGEMENT LLC,"3335 W LAPHAM ST, MILWAUKEE, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-02-22 00:00:00.000000,8140 W VILLARD AVE,No Contest,donald cridelich,Closed,931901,0,No,No,Guilty,280,0,2013-06-27,2013-10-09,2
13012956,7141 LLC,"7222 N TEUTONIA AVE, Milwaukee, WI 53209",Municipal citation,"Ordinance 295, Zoning Violations",2012-10-02 15:05:00.000000,7141 N 76 ST,No Contest,Court,Closed,NS09768891,345,No,No,Guilty,345,0,2013-03-21,2013-08-28,2
13012957,7141 LLC,"7222 N TEUTONIA AVE, Milwaukee, WI 53209",Municipal citation,"Ordinance 295, Zoning Violations",2012-09-21 14:05:00.000000,7141 N 76 ST,No Contest,Court,Closed,NS09750281,345,No,No,Guilty,345,0,2013-03-21,2013-08-28,2
13012958,7141 LLC,"7222 N TEUTONIA AVE, Milwaukee, WI 53209",Municipal citation,"Ordinance 295, Zoning Violations",2012-10-16 14:45:00.000000,7141 N 76 ST,No Contest,Court,Closed,NS09807631,345,No,No,Guilty,345,0,2013-03-21,2013-05-30,2
13012959,7141 LLC,"7222 N TEUTONIA AVE, Milwaukee, WI 53209",Municipal citation,"Ordinance 295, Zoning Violations",2012-10-01 15:30:00.000000,7141 N 76 ST,No Contest,Court,Closed,NS09765151,345,No,No,Guilty,345,0,2013-03-21,2013-05-30,2
13012960,HATZLACHAH LLC,"3211 N SUMMITT AVE, MILWAUKEE, WI 53211",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-08-21 10:00:00.000000,4124 W VILLARD AVE,No Contest,Court,Active,NS09863431,429,No,No,Guilty,429,429,2013-03-28,2013-05-28,1
13012979,TSE INVESTMENTS LLC,"2712 W ROOSEVELT DRV, MILWAUKEE, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-19 00:00:00.000000,3211 N 11 ST,No Contest,lonnie slocum,Closed,955740,0,No,No,Guilty,3750,0,2013-05-23,2013-08-28,3
13012984,PBR PROPERTIES LLC,"8577 S 68TH ST, FRANKLIN, WI 53132",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-17 00:00:00.000000,1623 N 14 ST,No Contest,daniel jardon,Closed,960746,0,No,No,Guilty,330,0,2013-04-11,2013-06-13,3
13012985,INSIGNE REAL ESTATE COMPANY LLC,"2733 W VLIET ST, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-05-09 00:00:00.000000,2910 N 11 ST,No Contest,Court,Active,947550,0,Yes,No,Guilty,1380,1380,2013-03-13,2013-05-13,A
13012986,RIVERWEST INVESTMENTS LLC,"101 W ABERT PL, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-25 00:00:00.000000,6434 N 47 ST,No Contest,todd robinette,Closed,956863,0,No,No,Guilty,150,0,2013-03-27,2013-05-28,A
13012987,RADIAL FINAN SERV LTD,"714 WALNUT CIR, SOUTH MILWAUKEE, WI 53172",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-27 00:00:00.000000,2491 S 12 ST,No Contest,Court,Closed,963014,0,No,No,Guilty,280,0,2013-03-27,2013-05-28,A
13012990,FM INVESTMENTS LLC,"15417 Apt. 186 W NATIONAL AVE, NEW BERLIN, WI 53157",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-11 00:00:00.000000,10247 W KIEHNAU AVE,No Contest,Jerry Macklin,Active,959995,0,No,No,Guilty,3370,3350,2013-07-09,2013-10-07,1
13012991,BLACKOUT INVESTMENTS LLC,"3267 N 36 ST, MILWAUKEE, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-16 00:00:00.000000,7801 W MILL RD,No Contest,Court,Closed,960410,0,No,No,Guilty,980,0,2013-03-27,2013-05-28,A
13012993,922 PLACE LLC,"4701 Apt. #100 N PORT WASHINGTON RD, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-16 00:00:00.000000,922 N 20 ST,No Contest,Court,Closed,980037,0,No,No,Guilty,230,0,2013-03-13,2013-05-13,A
13012994,SEVENTH ARTHUR TRUST LAND TRUST,"939 W GREENFIELD AVE, Milwaukee, WI 53204",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-22 00:00:00.000000,2516 S 7 ST,No Contest,Jaime Alverado,Closed,968525,0,No,No,Guilty,1680,0,2013-05-23,2013-11-20,3
13012999,PBR PROPERTIES LLC,"8577 S 68TH ST, FRANKLIN, WI 53132",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-04 00:00:00.000000,3563 N 15 ST,No Contest,daniel jardon,Closed,952638,0,No,No,Guilty,680,0,2013-06-13,2013-08-12,2
13013000,PBR PROPERTIES LLC,"8577 S 68TH ST, FRANKLIN, WI 53132",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-21 00:00:00.000000,2579 N 53 ST,No Contest,daniel jardon,Closed,956556,0,No,No,Guilty,830,0,2013-06-13,2013-08-12,2
13014574,CNN PROPERTY MANAGEMENT LLC,"250 Apt. 1800 E WISCONSIN AVE, MILWAUKEE, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-05-11 00:00:00.000000,2820 N 24 PL,No Contest,Court,Active,948098,0,No,No,Guilty,2380,2380,2013-03-27,2013-05-28,A
13014579,BREWTOWN PROPERTIES LLC,"14500 HILLSIDE DRV, ELM GROVE, WI 53122",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-13 00:00:00.000000,4684 N 49 ST,No Contest,Court,Active,935830,0,No,No,Guilty,1430,1430,2013-03-27,2013-05-28,A
13014580,VANDERBILT LLC,"610 S 64 ST, Milwaukee, WI 53214",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-18 00:00:00.000000,2770 N 56 ST,No Contest,Laura Vanderbilt,Closed,961148,0,No,No,Guilty,380,0,2013-07-09,2013-10-07,1
